chunk,feature,importance_gain,importance_split
1,f001_ENTRANCES_MEDI,1259.2405467033386,74
1,f001_FLAG_DOCUMENT_15,0.0,0
1,f001_DAYS_REGISTRATION-s-DAYS_EMPLOYED-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_EMPLOYED,3415.8494300842285,256
1,f001_ENTRANCES_MODE,1592.8423175811768,84
1,f001_EXT_SOURCES_1-3,8653.572169303894,557
1,f001_FLAG_CONT_MOBILE,0.0,0
1,f001_FLAG_DOCUMENT_16,56.95256948471069,6
1,f001_FLAG_DOCUMENT_14,0.0,0
1,f001_FLAG_DOCUMENT_17,0.0,0
1,f001_FLAG_DOCUMENT_20,0.0,0
1,f001_FLAG_DOCUMENT_21,0.0,0
1,f001_FLAG_DOCUMENT_13,8.735960006713867,1
1,f001_FLAG_DOCUMENT_9,0.0,0
1,f001_FLAG_DOCUMENT_18,49.9336199760437,5
1,f001_FLAG_DOCUMENT_11,73.4621000289917,7
1,f001_FLAG_DOCUMENT_4,0.0,0
1,f001_FLAG_DOCUMENT_7,0.0,0
1,f001_FLAG_DOCUMENT_19,0.0,0
1,f001_FLAG_DOCUMENT_5,13.046799659729004,1
1,f001_FLAG_DOCUMENT_8,635.6574397087097,51
1,f001_FLAG_EMAIL,8.513270378112793,1
1,f001_LIVE_REGION_NOT_WORK_REGION,51.459341049194336,4
1,f001_FLAG_OWN_CAR,3841.8728761672974,182
1,f001_FLAG_OWN_REALTY,486.17325830459595,37
1,f001_NONLIVINGAPARTMENTS_MEDI,393.3433885574341,32
1,f001_LANDAREA_AVG,1784.1598534584045,141
1,f001_LIVINGAPARTMENTS_MEDI,1367.6398849487305,101
1,f001_LIVINGAPARTMENTS_AVG,1718.496446609497,122
1,f001_LIVINGAPARTMENTS_MODE,1925.5649042129517,142
1,f001_LANDAREA_MODE,1879.0635375976562,148
1,f001_LANDAREA_MEDI,1766.7520070075989,133
1,f001_REG_REGION_NOT_LIVE_REGION,85.17629051208496,6
1,f001_NONLIVINGAREA_AVG,1673.0263562202454,129
1,f001_NONLIVINGAPARTMENTS_MODE,381.3153290748596,34
1,f001_OBS_60_CNT_SOCIAL_CIRCLE,1584.8218364715576,125
1,f001_OBS_30_CNT_SOCIAL_CIRCLE,1315.4320831298828,103
1,f001_alldocs_sum,4695.995264053345,185
1,f001_NONLIVINGAPARTMENTS_AVG,595.1246275901794,50
1,f001_REG_REGION_NOT_WORK_REGION,43.1358003616333,4
1,f001_NONLIVINGAREA_MODE,1375.6823778152466,105
1,f001_YEARS_BEGINEXPLUATATION_MODE,2999.791175842285,185
1,f001_NONLIVINGAREA_MEDI,1427.1263222694397,110
1,f001_alldocs_mean,1344.743145942688,51
1,f001_YEARS_BUILD_AVG,862.9666814804077,70
1,f001_cnt_adults,228.11567878723145,15
1,f001_YEARS_BEGINEXPLUATATION_MEDI,2930.723611831665,160
1,f001_YEARS_BEGINEXPLUATATION_AVG,2741.563286304474,170
1,f001_YEARS_BUILD_MODE,777.4928832054138,63
1,f001_alllives_sum,779.3041090965271,66
1,f002_NAME_FAMILY_STATUS,3260.7537970542908,148
1,f001_YEARS_BUILD_MEDI,679.09681224823,51
1,f001_building_score_avg_std,2100.623650074005,159
1,f002_OCCUPATION_TYPE,26199.866855621338,906
1,f001_building_score_mode_std,3291.0548210144043,230
1,f001_building_score_medi_std,2005.1177387237549,146
1,f002_WEEKDAY_APPR_PROCESS_START,1572.7342863082886,135
1,f002_NAME_TYPE_SUITE,108.89517021179199,10
1,f105_DAYS_DECISION_max,8192.831038951874,562
1,f105_DAYS_DECISION_app_max,8237.981548309326,599
1,f105_amt_unpaid_min,3730.8760085105896,216
1,f105_AMT_ANNUITY_act_sum,2082.575574874878,167
1,f105_active_cnt,446.4824571609497,29
