,chunk,feature,importance_gain,importance_split,auc_train,auc_valid
1452,2,f103_active_cnt_paid_ratio_min,324.5431,13,0.85107,0.77225
1454,2,f101_nyg_low_normal_DAYS_TERMINATION_d_app_DAYS_BIRTH_min,323.90586,23,0.85107,0.77225
1455,2,f103_refused_DAYS_DECISION_s_app_DAYS_LAST_PHONE_CHANGE_min,323.4882,14,0.85107,0.77225
1744,2,f101_completed_interest_rate_diff_max,164.97228,11,0.85107,0.77225
1125,2,f102_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,660.36975,38,0.85107,0.77225
1128,2,f103_approved_DAYS_FIRST_DRAWING_d_app_DAYS_BIRTH_max,649.2901,37,0.85107,0.77225
1643,2,f103_nyg_low_normal_AMT_GOODS_PRICE_d_total_debt_min,220.79516,15,0.85107,0.77225
1203,2,f108_amt_paid,514.25667,31,0.85107,0.77225
1204,2,f101_completed_DAYS_DECISION_d_app_DAYS_BIRTH_min,514.20033,30,0.85107,0.77225
1127,2,f101_active_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_LAST_PHONE_CHANGE_max,649.6524,44,0.85107,0.77225
1743,2,f103_active_cnt_unpaid_max,165.4855,10,0.85107,0.77225
1640,2,f108_WEEKDAY_APPR_PROCESS_START,226.40532,16,0.85107,0.77225
1126,2,f101_completed_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_pctchange_mean,656.2302,35,0.85107,0.77225
1748,2,f101_completed_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_min,160.608,11,0.85107,0.77225
1210,2,f102_nyg_middle_AMT_CREDIT_d_total_debt_mean,508.0104,25,0.85107,0.77225
1205,2,f101_approved_AMT_APPLICATION_max,510.31701,26,0.85107,0.77225
1206,2,f102_refused_interest_rate_diff_min,510.26173,26,0.85107,0.77225
1750,2,f104_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_min,158.15427,13,0.85107,0.77225
1208,2,f101_approved_AMT_CREDIT_d_AMT_APPLICATION_pctchange_mean,508.50305,40,0.85107,0.77225
1209,2,f101_completed_DAYS_FIRST_DUE_d_app_DAYS_LAST_PHONE_CHANGE_min,508.03884,33,0.85107,0.77225
1120,2,f103_nyg_high_AMT_ANNUITY_d_app_AMT_CREDIT_min,673.7697,28,0.85107,0.77225
1116,2,f101_approved_DAYS_LAST_DUE_1ST_VERSION_s_app_DAYS_BIRTH_max,683.49554,33,0.85107,0.77225
1218,2,f104_completed_interest_rate_mean,501.4411,32,0.85107,0.77225
1207,2,f105_past_payment_8m_mean,509.7669,34,0.85107,0.77225
1629,2,f101_nyg_low_normal_AMT_GOODS_PRICE_d_total_debt_pctchange_min,231.4964,15,0.85107,0.77225
1630,2,f101_completed_total_debt_diff_min,231.19824,17,0.85107,0.77225
1626,2,f101_nyg_middle_AMT_GOODS_PRICE_d_total_debt_pctchange_max,231.64816,17,0.85107,0.77225
1627,2,f101_approved_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_std_div_mean,231.61441,20,0.85107,0.77225
1212,2,f104_nyg_high_AMT_ANNUITY_s_app_AMT_CREDIT_min,506.32591,26,0.85107,0.77225
1119,2,f107_DAYS_FIRST_DUE-s-app_DAYS_BIRTH,676.21179,40,0.85107,0.77225
1118,2,f101_completed_DAYS_DECISION_d_app_DAYS_ID_PUBLISH_min,678.94264,41,0.85107,0.77225
1347,2,f101_completed_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_mean,401.41141,29,0.85107,0.77225
1348,2,f108_past_payment_4m,401.2036,25,0.85107,0.77225
1346,2,f101_nyg_middle_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_REGISTRATION_min,401.96623,24,0.85107,0.77225
1341,2,f101_nyg_middle_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_min,403.66317,29,0.85107,0.77225
1342,2,f101_approved_HOUR_APPR_PROCESS_START_std,403.37182,34,0.85107,0.77225
1010,2,f101_approved_NAME_CLIENT_TYPE_New_mean,1132.57862,54,0.85107,0.77225
1012,2,f101_completed_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,1103.20046,44,0.85107,0.77225
1343,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_REGISTRATION_min,403.19028,27,0.85107,0.77225
1340,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_BIRTH_std_div_mean,404.15596,25,0.85107,0.77225
1809,2,f101_nyg_high_NAME_CLIENT_TYPE_Repeater_mean,100.56915,8,0.85107,0.77225
1022,2,f101_nyg_low_normal_DAYS_FIRST_DUE_s_DAYS_DECISIONS_mean,1054.72119,72,0.85107,0.77225
1344,2,f101_completed_AMT_CREDIT_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,402.93596,27,0.85107,0.77225
1352,2,f101_approved_amt_paid_mean,399.34849,27,0.85107,0.77225
1813,2,f101_approved_NAME_SELLER_INDUSTRY_XNA_mean,90.91343,7,0.85107,0.77225
1812,2,f104_nyg_middle_AMT_CREDIT_d_AMT_APPLICATION_min,91.27176,7,0.85107,0.77225
1811,2,f101_approved_AMT_APPLICATION_d_app_AMT_ANNUITY_min,92.41804,5,0.85107,0.77225
1003,2,f101_nyg_high_DAYS_TERMINATION_s_DAYS_LAST_DUE_1ST_VERSION_max,1155.35384,66,0.85107,0.77225
1349,2,f101_approved_total_debt_pctchange_mean,400.79208,30,0.85107,0.77225
1475,2,f101_completed_interest_rate_diff_std_div_mean,313.28055,17,0.85107,0.77225
1474,2,f101_approved_cnt_paid_ratio_mean,314.7956,16,0.85107,0.77225
1006,2,f101_refused_DAYS_DECISION_d_app_DAYS_LAST_PHONE_CHANGE_min,1139.18375,58,0.85107,0.77225
1001,2,f101_completed_DAYS_FIRST_DUE_d_app_DAYS_ID_PUBLISH_min,1158.3408,54,0.85107,0.77225
1359,2,f101_nyg_low_normal_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_max,397.33809,31,0.85107,0.77225
1339,2,f101_nyg_high_SELLERPLACE_AREA_min,404.27601,23,0.85107,0.77225
1337,2,f108_DAYS_TERMINATION-s-DAYS_DECISIONS,404.9295,29,0.85107,0.77225
1020,2,f103_nyg_high_total_debt_mean,1069.21419,41,0.85107,0.77225
1338,2,f101_approved_DAYS_LAST_DUE_s_DAYS_DECISIONS_max,404.52641,29,0.85107,0.77225
1471,2,f108_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_EMPLOYED,315.63066,23,0.85107,0.77225
1472,2,f103_approved_interest_rate_diff_mean,315.30083,25,0.85107,0.77225
1015,2,f101_refused_DAYS_DECISION_s_app_DAYS_LAST_PHONE_CHANGE_min,1091.63885,45,0.85107,0.77225
1011,2,f101_approved_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_max,1117.59895,50,0.85107,0.77225
1335,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_LAST_PHONE_CHANGE_max_div_min,407.71495,27,0.85107,0.77225
1461,2,f103_approved_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_ID_PUBLISH_min,319.49767,22,0.85107,0.77225
1462,2,f101_nyg_high_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_max,318.89433,22,0.85107,0.77225
1463,2,f101_nyg_high_interest_rate_pctchange_max,318.78161,23,0.85107,0.77225
1464,2,f108_AMT_GOODS_PRICE,318.6177,18,0.85107,0.77225
1013,2,f101_refused_interest_rate_max,1100.69198,45,0.85107,0.77225
1014,2,f101_nyg_low_action_AMT_GOODS_PRICE_d_AMT_CREDIT_min,1097.1469,59,0.85107,0.77225
1213,2,f104_approved_AMT_GOODS_PRICE_d_AMT_CREDIT_mean,505.79673,33,0.85107,0.77225
1635,2,f101_approved_AMT_GOODS_PRICE_d_total_debt_max_div_min,229.60348,17,0.85107,0.77225
1632,2,f102_nyg_low_normal_AMT_GOODS_PRICE_d_AMT_CREDIT_max,230.20092,16,0.85107,0.77225
1628,2,f101_approved_PRODUCT_COMBINATION_POS_household_with_interest_mean,231.52802,17,0.85107,0.77225
1638,2,f101_nyg_low_normal_total_debt_min,228.97241,18,0.85107,0.77225
1641,2,f108_past_payment_2m,223.90306,16,0.85107,0.77225
1634,2,f108_DAYS_TERMINATION-s-DAYS_LAST_DUE,229.77047,18,0.85107,0.77225
1121,2,f101_approved_AMT_GOODS_PRICE_d_total_debt_std,671.52994,44,0.85107,0.77225
1215,2,f101_completed_DAYS_LAST_DUE_s_DAYS_DECISIONS_min,503.65807,34,0.85107,0.77225
1216,2,f101_approved_AMT_CREDIT_d_AMT_ANNUITY_max_div_min,503.03217,32,0.85107,0.77225
1625,2,f102_approved_AMT_CREDIT_d_AMT_ANNUITY_mean,231.69134,18,0.85107,0.77225
1751,2,f103_approved_DAYS_FIRST_DRAWING_s_DAYS_DECISIONS_max,157.0278,9,0.85107,0.77225
1115,2,f103_approved_AMT_GOODS_PRICE_d_AMT_CREDIT_mean,684.40796,45,0.85107,0.77225
1117,2,f107_DAYS_DECISION-d-app_DAYS_ID_PUBLISH,679.83718,49,0.85107,0.77225
1636,2,f101_approved_AMT_GOODS_PRICE_m_app_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_min,229.21552,15,0.85107,0.77225
1639,2,f101_approved_AMT_CREDIT_d_app_AMT_ANNUITY_min,227.22457,15,0.85107,0.77225
1637,2,f105_amt_unpaid_mean,229.13061,17,0.85107,0.77225
1114,2,f108_DAYS_LAST_DUE-s-app_DAYS_BIRTH,685.70166,43,0.85107,0.77225
1221,2,f101_completed_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_pctchange_max,497.18436,28,0.85107,0.77225
1222,2,f101_nyg_middle_total_debt_diff_min,497.16523,35,0.85107,0.77225
1753,2,f101_nyg_middle_AMT_CREDIT_d_total_debt_pctchange_mean,155.60459,12,0.85107,0.77225
1484,2,f108_DAYS_DECISION-s-app_DAYS_ID_PUBLISH,310.44031,22,0.85107,0.77225
1330,2,f108_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL,410.92996,34,0.85107,0.77225
1331,2,f101_approved_AMT_CREDIT_d_total_debt_diff_mean,410.84942,22,0.85107,0.77225
1477,2,f101_nyg_low_normal_AMT_ANNUITY_s_app_AMT_ANNUITY_min,312.64422,18,0.85107,0.77225
1478,2,f101_approved_AMT_GOODS_PRICE_d_app_AMT_INCOME_TOTAL_min,312.17347,24,0.85107,0.77225
1485,2,f104_active_interest_rate_mean,310.0538,17,0.85107,0.77225
1490,2,f103_completed_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,307.04145,20,0.85107,0.77225
1487,2,f105_prevapp_future_payment_17m,307.79938,17,0.85107,0.77225
1333,2,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,409.08525,31,0.85107,0.77225
1334,2,f101_nyg_high_RATE_DOWN_PAYMENT_min,409.0644,17,0.85107,0.77225
1025,2,f105_past_payment_3m_sum,1039.42949,44,0.85107,0.77225
1019,2,f101_completed_AMT_ANNUITY_mean,1071.73561,53,0.85107,0.77225
1021,2,f101_completed_AMT_DOWN_PAYMENT_mean,1064.11782,57,0.85107,0.77225
1332,2,f101_approved_DAYS_FIRST_DUE_d_app_DAYS_REGISTRATION_min,409.40602,29,0.85107,0.77225
1016,2,f101_completed_DAYS_TERMINATION_s_DAYS_DECISIONS_min,1083.87541,60,0.85107,0.77225
1017,2,f101_active_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_BIRTH_mean,1083.72061,46,0.85107,0.77225
1473,2,f108_AMT_CREDIT-d-app_AMT_INCOME_TOTAL,315.22056,23,0.85107,0.77225
1468,2,f101_approved_RATE_DOWN_PAYMENT_std_div_mean,316.35154,20,0.85107,0.77225
1023,2,f101_approved_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_ID_PUBLISH_max_div_min,1048.01069,36,0.85107,0.77225
1024,2,f101_completed_AMT_CREDIT_d_app_AMT_ANNUITY_mean,1045.98525,52,0.85107,0.77225
1113,2,f101_nyg_low_normal_AMT_GOODS_PRICE_d_AMT_ANNUITY_min,687.34885,46,0.85107,0.77225
1749,2,f101_active_AMT_GOODS_PRICE_d_app_AMT_CREDIT_min,160.45592,9,0.85107,0.77225
1122,2,f101_completed_AMT_APPLICATION_mean,669.5312,35,0.85107,0.77225
1123,2,f101_active_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_ID_PUBLISH_max,667.41723,37,0.85107,0.77225
1623,2,f101_completed_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_mean,232.99794,16,0.85107,0.77225
1624,2,f105_future_payment_9m_mean,232.99401,17,0.85107,0.77225
1226,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_REGISTRATION_mean,490.99547,32,0.85107,0.77225
1227,2,f101_nyg_middle_DAYS_FIRST_DUE_d_app_DAYS_LAST_PHONE_CHANGE_min,490.97144,37,0.85107,0.77225
1219,2,f103_refused_AMT_GOODS_PRICE_d_total_debt_mean,500.9373,14,0.85107,0.77225
1220,2,f101_approved_DAYS_FIRST_DUE_d_app_DAYS_BIRTH_min,500.63139,37,0.85107,0.77225
1232,2,f101_approved_DAYS_FIRST_DUE_s_app_DAYS_REGISTRATION_max,485.71738,28,0.85107,0.77225
1322,2,f101_approved_NAME_TYPE_SUITE_Unaccompanied_mean,415.42458,34,0.85107,0.77225
1323,2,f108_DAYS_TERMINATION-d-app_DAYS_BIRTH,415.02425,31,0.85107,0.77225
1491,2,f101_nyg_middle_AMT_GOODS_PRICE_s_app_AMT_INCOME_TOTAL_pctchange_max,304.9073,23,0.85107,0.77225
1498,2,f101_nyg_high_interest_rate_pctchange_mean,301.04277,19,0.85107,0.77225
1028,2,f102_approved_amt_paid_sum,1010.32833,55,0.85107,0.77225
1810,2,f101_active_DAYS_TERMINATION_d_app_DAYS_BIRTH_min,97.5022,6,0.85107,0.77225
1479,2,f102_active_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_LAST_PHONE_CHANGE_max,312.04427,21,0.85107,0.77225
1480,2,f101_completed_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_max,311.82839,20,0.85107,0.77225
1476,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_ID_PUBLISH_mean,313.01153,22,0.85107,0.77225
1481,2,f105_past_payment_12m_min,311.65762,25,0.85107,0.77225
1486,2,f101_nyg_middle_amt_unpaid_mean,309.45835,18,0.85107,0.77225
1482,2,f101_approved_AMT_GOODS_PRICE_s_app_AMT_CREDIT_min,311.1086,15,0.85107,0.77225
1483,2,f108_AMT_CREDIT-s-app_AMT_ANNUITY,310.47747,20,0.85107,0.77225
1807,2,f101_nyg_high_AMT_APPLICATION_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,101.7505,7,0.85107,0.77225
1622,2,f102_active_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_LAST_PHONE_CHANGE_min,236.643,15,0.85107,0.77225
1228,2,f101_approved_AMT_CREDIT_d_total_debt_diff_max,490.27522,35,0.85107,0.77225
1224,2,f101_approved_DAYS_FIRST_DUE_d_app_DAYS_LAST_PHONE_CHANGE_max,493.54037,36,0.85107,0.77225
1754,2,f105_prevapp_future_payment_18m,153.8327,11,0.85107,0.77225
1225,2,f101_nyg_low_normal_AMT_CREDIT_d_AMT_APPLICATION_min,491.7143,28,0.85107,0.77225
1752,2,f101_active_AMT_CREDIT_d_AMT_ANNUITY_max,155.77435,10,0.85107,0.77225
1619,2,f105_app-p-ref_cnt,238.10604,16,0.85107,0.77225
1110,2,f101_approved_DAYS_DECISION_s_app_DAYS_EMPLOYED_max,694.16914,34,0.85107,0.77225
1108,2,f107_AMT_GOODS_PRICE-d-AMT_ANNUITY,699.4737,53,0.85107,0.77225
1109,2,f108_AMT_APPLICATION-s-app_AMT_CREDIT,698.50903,29,0.85107,0.77225
1223,2,f101_approved_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_std_div_mean,494.56327,38,0.85107,0.77225
1613,2,f101_nyg_high_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_min,240.16481,16,0.85107,0.77225
1233,2,f103_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_min,485.62589,36,0.85107,0.77225
1234,2,f101_refused_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_max,485.5517,28,0.85107,0.77225
1494,2,f103_approved_HOUR_APPR_PROCESS_START_mean,301.71707,21,0.85107,0.77225
1495,2,f103_approved_AMT_CREDIT_d_total_debt_pctchange_max,301.59558,23,0.85107,0.77225
1496,2,f103_nyg_middle_AMT_CREDIT_d_AMT_ANNUITY_mean,301.35398,19,0.85107,0.77225
1497,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_BIRTH_min,301.27475,21,0.85107,0.77225
1320,2,f103_approved_AMT_GOODS_PRICE_d_AMT_CREDIT_max,416.40818,26,0.85107,0.77225
1801,2,f101_nyg_low_normal_cnt_paid_min,107.6764,8,0.85107,0.77225
1032,2,f101_approved_DAYS_LAST_DUE_s_app_DAYS_LAST_PHONE_CHANGE_max,980.52891,64,0.85107,0.77225
1325,2,f101_completed_DAYS_TERMINATION_s_DAYS_DECISIONS_max,414.70216,30,0.85107,0.77225
1326,2,f101_nyg_high_interest_rate_pctchange_min,414.63965,31,0.85107,0.77225
1319,2,f101_nyg_middle_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,417.16865,32,0.85107,0.77225
1796,2,f104_nyg_middle_CNT_PAYMENT_mean,111.52349,8,0.85107,0.77225
1034,2,f101_completed_interest_rate_max_div_min,977.23551,41,0.85107,0.77225
1493,2,f101_nyg_low_normal_DAYS_LAST_DUE_1ST_VERSION_s_DAYS_DECISIONS_max,302.01861,20,0.85107,0.77225
1324,2,f102_approved_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_EMPLOYED_mean,414.95893,23,0.85107,0.77225
1031,2,f101_completed_AMT_APPLICATION_d_app_AMT_CREDIT_mean,988.87818,40,0.85107,0.77225
1492,2,f108_DAYS_LAST_DUE-s-DAYS_DECISIONS,302.58148,23,0.85107,0.77225
1321,2,f108_AMT_APPLICATION,416.05971,26,0.85107,0.77225
1802,2,f101_nyg_middle_NAME_PRODUCT_TYPE_walk_in_mean,105.6187,6,0.85107,0.77225
1029,2,f101_approved_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_BIRTH_max_div_min,999.33075,38,0.85107,0.77225
1327,2,f101_nyg_low_normal_AMT_ANNUITY_d_app_AMT_CREDIT_min,413.59811,30,0.85107,0.77225
1328,2,f105_future_payment_11m_min,413.13556,24,0.85107,0.77225
1488,2,f101_nyg_high_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_max,307.69271,21,0.85107,0.77225
1611,2,f104_completed_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,241.28246,20,0.85107,0.77225
1612,2,f101_approved_AMT_CREDIT_s_app_AMT_GOODS_PRICE_min,240.9224,14,0.85107,0.77225
1618,2,f101_completed_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_std,238.2795,12,0.85107,0.77225
1757,2,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_min,149.1029,9,0.85107,0.77225
1615,2,f104_nyg_middle_AMT_GOODS_PRICE_d_total_debt_max,239.83498,17,0.85107,0.77225
1230,2,f101_nyg_middle_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_mean,487.22577,35,0.85107,0.77225
1229,2,f101_approved_AMT_ANNUITY_s_app_AMT_CREDIT_mean,489.6792,17,0.85107,0.77225
1231,2,f107_DAYS_FIRST_DUE-d-app_DAYS_REGISTRATION,485.97523,33,0.85107,0.77225
1620,2,f101_nyg_high_total_debt_pctchange_min,237.52114,16,0.85107,0.77225
1756,2,f106_CODE_REJECT_REASON-LIMIT,150.46774,11,0.85107,0.77225
1107,2,f101_nyg_low_action_DAYS_LAST_DUE_1ST_VERSION_s_DAYS_DECISIONS_mean,704.75749,31,0.85107,0.77225
1610,2,f103_completed_interest_rate_max,241.95006,18,0.85107,0.77225
1509,2,f101_active_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_BIRTH_max,295.33862,22,0.85107,0.77225
1510,2,f103_refused_DAYS_DECISION_s_app_DAYS_LAST_PHONE_CHANGE_max,295.06035,15,0.85107,0.77225
1037,2,f101_approved_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_BIRTH_mean,957.42943,53,0.85107,0.77225
1045,2,f101_nyg_high_DAYS_LAST_DUE_s_DAYS_LAST_DUE_1ST_VERSION_mean,930.83979,44,0.85107,0.77225
1046,2,f101_approved_DAYS_TERMINATION_d_app_DAYS_REGISTRATION_min,929.49918,59,0.85107,0.77225
1047,2,f102_refused_DAYS_DECISION_d_app_DAYS_EMPLOYED_max,925.09673,50,0.85107,0.77225
1317,2,f102_approved_DAYS_LAST_DUE_1ST_VERSION_d_app_DAYS_REGISTRATION_min,418.22342,28,0.85107,0.77225
1500,2,f101_approved_DAYS_TERMINATION_s_DAYS_LAST_DUE_std,298.83936,23,0.85107,0.77225
1505,2,f101_approved_amt_paid_min,296.076,20,0.85107,0.77225
1506,2,f101_approved_AMT_GOODS_PRICE_mean,296.05767,22,0.85107,0.77225
1511,2,f105_prevapp_future_payment_max,294.39531,17,0.85107,0.77225
1036,2,f101_approved_AMT_GOODS_PRICE_s_app_AMT_GOODS_PRICE_max,971.80973,57,0.85107,0.77225
1033,2,f101_completed_AMT_APPLICATION_s_app_AMT_ANNUITY_mean,978.82872,45,0.85107,0.77225
1499,2,f101_completed_AMT_GOODS_PRICE_d_total_debt_pctchange_max,300.40367,18,0.85107,0.77225
1608,2,f101_nyg_low_normal_AMT_ANNUITY_d_app_AMT_GOODS_PRICE_max,242.7304,12,0.85107,0.77225
1240,2,f105_past_payment_3m_max,479.89257,22,0.85107,0.77225
1605,2,f102_approved_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_max,243.9229,15,0.85107,0.77225
1106,2,f105_prevapp_future_payment_3m,707.29997,40,0.85107,0.77225
1111,2,f101_approved_AMT_DOWN_PAYMENT_d_AMT_GOODS_PRICE_mean,693.06885,42,0.85107,0.77225
1607,2,f101_nyg_high_AMT_GOODS_PRICE_d_AMT_ANNUITY_diff_min,243.05118,20,0.85107,0.77225
1098,2,f101_approved_AMT_ANNUITY_std_div_mean,719.13773,51,0.85107,0.77225
1760,2,f103_completed_total_debt_diff_mean,148.67423,7,0.85107,0.77225
1762,2,f102_active_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,147.47045,11,0.85107,0.77225
1100,2,f101_refused_DAYS_DECISION_s_app_DAYS_LAST_PHONE_CHANGE_mean,718.23339,34,0.85107,0.77225
1237,2,f101_approved_AMT_CREDIT_s_app_AMT_ANNUITY_max,481.0645,29,0.85107,0.77225
1238,2,f101_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_std,481.05438,36,0.85107,0.77225
1600,2,f101_nyg_high_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_pctchange_max,250.54593,19,0.85107,0.77225
1104,2,f101_approved_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_std_div_mean,708.95864,48,0.85107,0.77225
1105,2,f101_approved_DAYS_DECISION_s_app_DAYS_BIRTH_mean,708.00668,38,0.85107,0.77225
1761,2,f101_nyg_high_AMT_APPLICATION_d_app_AMT_ANNUITY_min,147.6351,8,0.85107,0.77225
1313,2,f101_nyg_high_AMT_ANNUITY_s_app_AMT_ANNUITY_min,420.97206,23,0.85107,0.77225
1314,2,f101_nyg_low_normal_AMT_ANNUITY_max,420.8087,23,0.85107,0.77225
1316,2,f101_nyg_middle_AMT_GOODS_PRICE_d_AMT_ANNUITY_min,419.61389,29,0.85107,0.77225
1790,2,f102_nyg_low_normal_cnt_paid_ratio_mean,113.50187,9,0.85107,0.77225
1799,2,f103_nyg_middle_AMT_CREDIT_d_AMT_APPLICATION_max,110.2169,8,0.85107,0.77225
1312,2,f105_prevapp_future_payment_1vs5,421.46497,26,0.85107,0.77225
1502,2,f101_nyg_high_AMT_APPLICATION_d_app_AMT_INCOME_TOTAL_max,297.5406,22,0.85107,0.77225
1039,2,f102_active_AMT_GOODS_PRICE_d_AMT_CREDIT_mean,946.4364,38,0.85107,0.77225
1040,2,f101_completed_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,943.38109,55,0.85107,0.77225
1041,2,f101_approved_DAYS_LAST_DUE_s_app_DAYS_BIRTH_max,941.72606,48,0.85107,0.77225
1042,2,f101_completed_AMT_CREDIT_s_app_AMT_CREDIT_d_app_AMT_INCOME_TOTAL_max,937.05343,37,0.85107,0.77225
1038,2,f101_completed_AMT_CREDIT_s_app_AMT_CREDIT_max,950.06255,40,0.85107,0.77225
1503,2,f101_approved_amt_paid_std,297.16813,19,0.85107,0.77225
1501,2,f101_completed_AMT_CREDIT_s_app_AMT_INCOME_TOTAL_std_div_mean,298.098,22,0.85107,0.77225
1043,2,f101_approved_interest_rate_max_div_min,936.10381,58,0.85107,0.77225
1245,2,f108_past_payment_9m,476.87561,35,0.85107,0.77225
1246,2,f101_active_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_mean,476.27049,33,0.85107,0.77225
1247,2,f101_approved_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_std_div_mean,475.61045,33,0.85107,0.77225
1604,2,f101_nyg_high_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_min,244.85017,19,0.85107,0.77225
1101,2,f101_nyg_middle_DAYS_TERMINATION_s_DAYS_LAST_DUE_1ST_VERSION_max,717.82835,50,0.85107,0.77225
1602,2,f108_DAYS_TERMINATION-d-app_DAYS_ID_PUBLISH,246.3966,17,0.85107,0.77225
1603,2,f101_approved_DAYS_TERMINATION_s_app_DAYS_EMPLOYED_mean,245.06709,17,0.85107,0.77225
1248,2,f108_AMT_APPLICATION-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL,474.45703,33,0.85107,0.77225
1249,2,f101_refused_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_min,474.02558,30,0.85107,0.77225
1097,2,f101_nyg_low_normal_DAYS_LAST_DUE_d_app_DAYS_EMPLOYED_min,725.64432,42,0.85107,0.77225
1764,2,f101_nyg_high_AMT_GOODS_PRICE_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,145.9218,12,0.85107,0.77225
1242,2,f101_nyg_middle_DAYS_LAST_DUE_d_app_DAYS_ID_PUBLISH_min,478.56423,34,0.85107,0.77225
1763,2,f101_approved_AMT_APPLICATION_mean,146.03344,11,0.85107,0.77225
1254,2,f101_completed_AMT_CREDIT_d_AMT_ANNUITY_min,469.74941,33,0.85107,0.77225
1598,2,f102_approved_AMT_ANNUITY_mean,252.4984,16,0.85107,0.77225
1099,2,f101_approved_AMT_GOODS_PRICE_d_AMT_ANNUITY_std_div_mean,718.26663,49,0.85107,0.77225
1766,2,f101_nyg_low_normal_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,143.76234,11,0.85107,0.77225
1522,2,f108_DAYS_LAST_DUE-d-app_DAYS_EMPLOYED,290.49856,21,0.85107,0.77225
1516,2,f103_approved_AMT_APPLICATION_s_app_AMT_INCOME_TOTAL_min,292.16201,20,0.85107,0.77225
1514,2,f101_completed_AMT_APPLICATION_s_app_AMT_ANNUITY_min,293.2234,19,0.85107,0.77225
1520,2,f108_PRODUCT_COMBINATION,291.38567,22,0.85107,0.77225
1521,2,f103_approved_AMT_ANNUITY_s_app_AMT_INCOME_TOTAL_max,291.23709,22,0.85107,0.77225
