chunk,feature,importance_gain,importance_split
1,f001_AMT_ANNUITY-d-cnt_adults,7428.127372145653,587
1,f001_AMT_ANNUITY,12466.240501403809,888
1,f001_AMT_ANNUITY-d-CNT_CHILDREN,5763.9085059165955,491
1,f001_AMT_ANNUITY-d-CNT_FAM_MEMBERS,6605.27744436264,566
1,f001_AMT_CREDIT-d-AMT_INCOME_TOTAL,8347.07088470459,656
1,f001_AMT_GOODS_PRICE-d-AMT_INCOME_TOTAL,9364.19919872284,787
1,f001_AMT_ANNUITY-d-AMT_CREDIT,76745.24826097488,2861
1,f001_AMT_REQ_CREDIT_BUREAU_MON,1799.9496216773987,164
1,f001_AMT_REQ_CREDIT_BUREAU_HOUR,240.9681806564331,12
1,f001_AMT_CREDIT-d-cnt_adults,8138.798309326172,656
1,f001_AMT_REQ_CREDIT_BUREAU_DAY,365.0371413230896,24
1,f001_AMT_REQ_CREDIT_BUREAU_QRT,3939.728816986084,317
1,f001_AMT_INCOME_TOTAL-d-CNT_FAM_MEMBERS,4401.698719501495,388
1,f001_AMT_REQ_CREDIT_BUREAU_WEEK,341.36015796661377,27
1,f001_AMT_INCOME_TOTAL-d-CNT_CHILDREN,3831.131649017334,328
1,f001_AMT_INCOME_TOTAL-d-cnt_adults,3846.0551323890686,347
1,f001_AMT_INCOME_TOTAL,5519.632821559906,476
1,f001_AMT_REQ_CREDIT_BUREAU_sum,2145.804540157318,203
1,f001_BASEMENTAREA_MEDI,2497.333640575409,221
1,f001_BASEMENTAREA_MODE,2492.3919620513916,228
1,f001_BASEMENTAREA_AVG,2840.5195660591125,239
1,f001_CNT_CHILDREN,146.6202907562256,15
1,f001_AMT_REQ_CREDIT_BUREAU_YEAR,6005.145187854767,443
1,f001_CNT_FAM_MEMBERS,489.7628026008606,47
1,f001_COMMONAREA_AVG,1582.5269379615784,147
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_ID_PUBLISH-s-DAYS_EMPLOYED,2861.743525981903,244
1,f001_COMMONAREA_MODE,1758.4841675758362,164
1,f001_DAYS_ID_PUBLISH-d-DAYS_BIRTH,11830.040355443954,832
1,f001_COMMONAREA_MEDI,1680.980320930481,162
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_ID_PUBLISH,5664.802103996277,467
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_REGISTRATION,4903.748476743698,412
1,f001_DAYS_ID_PUBLISH-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_REGISTRATION,2986.448007583618,263
1,f001_DAYS_ID_PUBLISH-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_BIRTH,4152.841962814331,352
1,f001_DAYS_ID_PUBLISH-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_ID_PUBLISH,2333.182333469391,195
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH,18449.486114025116,1330
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_ID_PUBLISH-s-DAYS_REGISTRATION,4285.203670501709,372
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_EMPLOYED,4172.60493850708,269
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_REGISTRATION-s-DAYS_EMPLOYED,1988.0736293792725,182
