chunk,feature,importance_gain,importance_split,auc_train,auc_valid
1,f001_EXT_SOURCES_mean,134318.74364852905,553,0.8431505210149275,0.7694442278167969
1,f002_ORGANIZATION_TYPE,40218.14224481583,2180,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCE_3,22602.950154274702,496,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCES_sum,43787.04287528992,319,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCE_2,15430.561754971743,390,0.8431505210149275,0.7694442278167969
1,f001_AMT_CREDIT-d-AMT_ANNUITY,13272.844332933426,578,0.8431505210149275,0.7694442278167969
1,f001_AMT_GOODS_PRICE-d-AMT_CREDIT,9547.871046543121,263,0.8431505210149275,0.7694442278167969
1,f001_AMT_GOODS_PRICE-d-AMT_ANNUITY,8576.382660627365,314,0.8431505210149275,0.7694442278167969
1,f003_OCCUPATION_TYPE_ta,4029.5681302547455,179,0.8431505210149275,0.7694442278167969
1,f001_DAYS_EMPLOYED,3242.584219098091,100,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCES_prod,9007.8467502594,163,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCES_2-3,3923.589020907879,188,0.8431505210149275,0.7694442278167969
1,f001_DAYS_ID_PUBLISH,2309.3378858566284,149,0.8431505210149275,0.7694442278167969
1,f001_AMT_GOODS_PRICE-s-AMT_CREDIT,4587.894663572311,202,0.8431505210149275,0.7694442278167969
1,f001_DAYS_ID_PUBLISH-s-DAYS_BIRTH,2695.562113404274,165,0.8431505210149275,0.7694442278167969
1,f001_CODE_GENDER,5694.982666015625,197,0.8431505210149275,0.7694442278167969
1,f001_DAYS_EMPLOYED-d-DAYS_BIRTH,1685.3917784690857,83,0.8431505210149275,0.7694442278167969
1,f003_NAME_EDUCATION_TYPE_ta,5197.661098003387,182,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCE_1,3900.1969603300095,215,0.8431505210149275,0.7694442278167969
1,f001_REGION_POPULATION_RELATIVE,2129.632849216461,161,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCES_std,1723.44278383255,111,0.8431505210149275,0.7694442278167969
1,f001_maxwell_feature,3913.887227535248,126,0.8431505210149275,0.7694442278167969
1,f003_NAME_FAMILY_STATUS_ta,2506.1329869031906,149,0.8431505210149275,0.7694442278167969
1,f101_active_AMT_GOODS_PRICE_d_total_debt_mean,1963.7888069152832,69,0.8431505210149275,0.7694442278167969
1,f001_age_finish_payment,1237.5319561362267,59,0.8431505210149275,0.7694442278167969
1,f001_AMT_ANNUITY-d-AMT_INCOME_TOTAL,1561.8442950248718,114,0.8431505210149275,0.7694442278167969
1,f001_AMT_GOODS_PRICE-s-AMT_CREDIT-d-AMT_INCOME_TOTAL,2640.3861808776855,130,0.8431505210149275,0.7694442278167969
1,f101_active_AMT_CREDIT_d_total_debt_mean,1786.6711320877075,77,0.8431505210149275,0.7694442278167969
1,f001_OWN_CAR_AGE-s-DAYS_EMPLOYED,2740.682433128357,116,0.8431505210149275,0.7694442278167969
1,f101_active_AMT_GOODS_PRICE_d_total_debt_max,937.4657297134399,58,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_mean,1936.7153529524803,90,0.8431505210149275,0.7694442278167969
1,f001_AMT_GOODS_PRICE,2112.243772506714,97,0.8431505210149275,0.7694442278167969
1,f001_DAYS_REGISTRATION-s-DAYS_BIRTH,839.5622909069061,69,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_min,1323.909526348114,90,0.8431505210149275,0.7694442278167969
1,f001_DAYS_LAST_PHONE_CHANGE,922.144181728363,65,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_min,839.4698188304901,65,0.8431505210149275,0.7694442278167969
1,f101_active_AMT_CREDIT_d_total_debt_min,1591.1274905204773,64,0.8431505210149275,0.7694442278167969
1,f001_OWN_CAR_AGE-d-DAYS_BIRTH,2114.280683994293,113,0.8431505210149275,0.7694442278167969
1,f101_active_AMT_GOODS_PRICE_d_total_debt_min,1958.762951374054,73,0.8431505210149275,0.7694442278167969
1,f001_EXT_SOURCES_1-2,1641.3926420211792,102,0.8431505210149275,0.7694442278167969
1,f003_ORGANIZATION_TYPE_ta,1838.0461988449097,86,0.8431505210149275,0.7694442278167969
1,f001_DAYS_REGISTRATION,686.4039614200592,44,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_min,1082.8522691726685,72,0.8431505210149275,0.7694442278167969
1,f001_DAYS_BIRTH,999.5884795188904,54,0.8431505210149275,0.7694442278167969
1,f001_AMT_GOODS_PRICE-d-cnt_adults,1317.381841659546,90,0.8431505210149275,0.7694442278167969
1,f001_DAYS_LAST_PHONE_CHANGE-s-DAYS_REGISTRATION,630.473153591156,47,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_max,1343.9070496559143,58,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_mean,1089.5559828281403,55,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_d_app_AMT_ANNUITY_max,1522.0089240074158,62,0.8431505210149275,0.7694442278167969
1,f001_DAYS_LAST_PHONE_CHANGE-s-DAYS_BIRTH,1174.9599432349205,58,0.8431505210149275,0.7694442278167969
1,f001_DAYS_EMPLOYED-s-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-s-DAYS_BIRTH,1053.361484527588,63,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,509.9238529205322,41,0.8431505210149275,0.7694442278167969
1,f001_DAYS_LAST_PHONE_CHANGE-s-DAYS_EMPLOYED,1381.7185490131378,56,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_APPLICATION_d_app_AMT_CREDIT_diff_max,352.25897097587585,29,0.8431505210149275,0.7694442278167969
1,f001_AMT_CREDIT-d-CNT_FAM_MEMBERS,1476.9915959835052,104,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_max,1111.7488722801208,58,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_s_app_AMT_ANNUITY_d_app_AMT_INCOME_TOTAL_mean,1547.731066942215,85,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_mean,793.7039723396301,55,0.8431505210149275,0.7694442278167969
1,f001_DAYS_LAST_PHONE_CHANGE-d-DAYS_BIRTH,831.5474224090576,64,0.8431505210149275,0.7694442278167969
1,f001_age,822.7371661067009,41,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_s_app_AMT_GOODS_PRICE_min,1199.5849052667618,61,0.8431505210149275,0.7694442278167969
1,f001_DAYS_LAST_PHONE_CHANGE-s-DAYS_ID_PUBLISH,548.2833075523376,42,0.8431505210149275,0.7694442278167969
1,f001_alldocs_kurt,2286.1979060173035,98,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_ANNUITY_d_app_AMT_CREDIT_min,577.222749710083,45,0.8431505210149275,0.7694442278167969
1,f101_approved_AMT_APPLICATION_d_app_AMT_ANNUITY_diff_max,441.8964376449585,35,0.8431505210149275,0.7694442278167969
1,f001_OWN_CAR_AGE-d-DAYS_EMPLOYED,1942.0274748802185,95,0.8431505210149275,0.7694442278167969
